Images,Method_name,Category,Compartment,Fisrt_name,Last_name,Affiliation,Institute_Acronym,Country,Citation,Project,Eq_name,Analysis_date,Categorised_result,Polymer_type_of_particle_original,Eq_specification,Color,Color_original,Shape,Morphology_original,Size_fraction,Size_range_from_μm,Size_range_to_μm,Size_dimension
1DALKIlvrkUIDsUq8cW2EYc7WZUZVxNbP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1DER4Y3ggKXiCd-SJGZpoRbUw4ZJDTGTo,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1DUKPgcpT1oX1q46fD9NGlMNPey-oum4-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1DPPbeEVKQw5aBVVAPZRaBvH-jvnvZka0,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1E39ELXRAGFuoK16X-uOFFKa4u4I79XYJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1CxUV8W9zdBOTF-X7FyTbq6Zbvz3MaO_S,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1D2g3jzm2tXqFGIbCLdQoB0z9BsllGTt_,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1AwKAjNfXOsxix_UEEPY6DVxXHhOgSe0c,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1B5ZZq-6oFtCjMZN8Mb0XyG4sI2_8JkIx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1BC7vMeuPEJjlSMUoEUq3wlUbA5NL3Ozu,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1BCRoDf1MC_J4n1g3w1QxXZ0Cqsm4rQo1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1BCl0vKpo1V72GWbg5_avsW90hEamaY_6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1C7Xww3Vhr6-bbUOjb1Rz4rU_CtBYy3tn,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1C80NWHOoOQxUx5b4O9FFF9UI-aZm-f38,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1C9Cumr0lEk0EmkbkBWp5ZWNQQtYIyE-I,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BFhRwic449wRKroci5TbDUH-bdd780gl,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1CCFqwlXLahupmMNKSW-w399j2hV1eK7B,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1CEO4YTnGTa1fszkxyEwSmL3b6VC3LiTO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1CEvKEqZCvoZWuwghjysdXNKSznwNIVMB,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1CF6XxVT7eC-ahAc7ly3jp55_Hx0WOfEc,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1CLlKAsRzjFWk6ZqvCUXQylKngTqlHzaM,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1C_hLYtqX9XyLGqXo459-Pu4UTgbdG9XI,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
1CnYKOsyJ8tPSqKByH75-a4yp7bt-31cE,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1Coz4xRdneFahv4GlPq2y8UvFwd-7cxuF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1CrL5ub8LVfsK3YF5JGNJBr1L0efJ1TET,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1Crd2kh3tBTU2OUdRk-xNR6ygrJY2HkR4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1BIDaIDVu2-rzpbHwJDpGqS490sRkAVE3,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1ATcyiap0aaoXzwkYVjZRVYVEnpQUlBZa,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1AYD6cTaJ2w85wlcSbDaZ-0D09zlnvaA6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1A_CmfnmVZ_nHwwAm8qIe8UojBkQ6LlDT,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
1Aefaezh9SD8o8rjHOdrTUIDgqBfUyiUV,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1ApT-jT9HuDoI0h7DLkT5fZFnas4HAzZv,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1ApiFsDtD3YiymiWEyc_XJv1j_fPRC4ve,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1AtrhKBF09Tcvvz3qNPhH565kWpXAALWs,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1BLHLmy101jdcvBYLA1KsLnOW6EZLnK_D,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BNOcJ8LBPjIk46p_nTF4UQWUEbSbFnft,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BOunwZ5szcNun0wvUPQ9gveTAcfQrMU1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BUAOXTG3_YUoZefzBWRBRbIQ807tlO1S,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BiynKK11aAQfskOMC1YRDTh9UnOWt4cC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BtjQPUzxepiYW8QciwVmL7KPu_EFxKpa,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18ZtB9wGdDx_h-cle1naFqtmKmY-dhv0W,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1BtpV4p5KHCcruQhIj5qg7ONoR2tvqoBN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1C0aV0o1d0zvqVy7L_aYaStID5ijCYRrG,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
19rRRhylX_oDT6qqx1yOGHbokANR_szo9,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19t8hAH9TfFhRWRGJ9MHXNVjJOqrT4WVI,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
19wcIN3cKXPimm4Ls6xLbaHO--7Fk295y,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
19xTiigpnKR-P7ChmwjgQ7H-vhiMp-1Ri,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
19zsTYobrmvJz_dOvV_UuLVd8VtFgPHhd,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1A5PTQ2BJZZVkSCh6TquyPSVOgRGzyFvN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1A66GFSnZTvBZoJ38F8p4Byh03nn6l02R,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1A7zBuFGhCNPJMMnQ9gQR2tjsPk-OUeYg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
18ackpGj-JPeIy-464JRhGtE4Sh4WMiGp,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
18QKNnLQbrBMb-Jd4aIn31IjhcB_3f-07,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18UmMbhtoX7p-Pp2_MFcd0CZU-X8UFx86,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18Zrfh7xsC7SNY5loFL7K6BzQr97FeoGJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18ZaKiUdQJDYhOMsEXGd9X9ECn5MFTtEL,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16ljoNV_M-cwRATSc0BwTC8-Hit2LZWZS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16pvuxICysvApfh9XRhTYcsDbWq2-0n7K,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18fWc2MaVmqgCQnnHWA318JQQCW9pkkIl,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
18zJ11rssr2s4MM7DfQd7mrlxdGlIrU12,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
190ZRaUWMd28k3tG951qbkkIu3B98nNp4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
199nI2CLVyQpaj-00_3FLznax49jqyhBo,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16r5M4VEouTF_PpIeVw3K8nlGQSi3xKgV,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
19B8iQAn6ffd2dpRIpgruyUIp_Rg-cCj-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19Ce3FQ5E2r630xsUjui2G1S3g_AzOOFD,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19JpEISnGRWBcUE9rG52ZDIc5SPyc2xeH,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19Q8HmWxGpWnhhpLsbWHoj1t1gqXIzuL5,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19Qk05lzsX6r46N63yqAJdXs16shosLWz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19_3OstxPeSUw9_V659PiDE0_nnTHrKAj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19a9gj6zPmZ1VE4rMNjIfOD_vkSfMKEMz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19bJPc7q4mCJsxXnxgUgYjXYTNbZR2zMq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17dJ5y0cFKiWz73208P2n4mOD8KxGYyyR,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
19oWHHbLoMzg3jmllavQP42wjBR7A0M1m,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16t8MyRgbD6tiLzsD1x21CIMD_umT6zDZ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17hGdIpAQjVPzPJk60sSp4Z85kX1XVPSD,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17jLmIKMFSikeUjOZNHz1Gq6DzXkw32tL,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17nx5Kpj3wef4SZxkogdxfQzaOEhZ2l88,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17qFwiWTUC8a6rt7N9SJ0HIOtwV4em5xb,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17rvRvYjAa4KNMbQApJXFHz1hlhV6FqT0,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17sKTlqRENIjrkdSKEh2vs2bfSXkKL_TE,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17um4pAz4cQG9cMUJWJ6ExfUm8stRO-Az,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18Cy9u_47Uo-H8FvZRNQQDJAvsXj5bkLt,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
18IA3Odo-N0DJ5zPg27GkRS2yG7cM2bES,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18O5HzqP6prbKhv46dP2DAvw46EQpZQyK,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16vGGUR3djdzrisRlD1zaj86-TSNH4Y4l,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17QrRSmowFQYAaKlLejcfxtQAof98JGA4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
15ZZe4tzO8XyVnDRTLZQcvx9PvaeHxQah,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
15aQcuybQhV-yXyR1fsspBXjnK3svsH9I,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
15dZsuhZH8_evyNrxOkR8ZdpUnPYXKC1e,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
15jI31D8TjlaQIq4FGJEoZqMclFFaX2mk,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
15laKFDdxWA_c1-86oZ8UoBmaxJcOxDJ6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
15m39F7-Lq3mnDK6HYZrrjmIyjMJ3vIZm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
15opVeRvxPtAv4U4cyM1cSRidxnhLRmhd,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
16xoFFs9h1V1rJCwby3cryNFF2AEhLef8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16y_l6QXs5-4JOfNLjNPZkmERFnsbqyM1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17B00056WNhMbkFCxd3uSIzlkJ99PYeKJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17D4kk42_IC96tCnAuYh6rjOQjGUOt0Xy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17D2XSMi7UgIjYMR-KcgA2JQW4ob2fSbU,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17DlrU1lyOnbqvtkFQacM5LDZMhLAx5R8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
